,id,payment score
229,f70995e33837b1631079089f7bb96c5b8c10d6e04071190f365a1b20995ad593,142.626
230,6ac56f73fca4a2a970bdae0a17d513490d922a44687237897a81a7976f83d04d,186.24408095238098
231,c225807a7fab87d5aa2624730de963b8fd715fb0a2642e00e5f36848e6f4df63,82.3029
232,a84f43707a69db4a6f97caab4a8a9b9aaec27b79fdeb663855ca2da049616d4f,286.123
233,93c5d6ebc1cdf89df70d32da95d69ae7660e940c9c8c80e9d5c3f1409110147e,297.0566666666666
234,ef1639e276f59f2c77cfbc80180641a0c73cf5999b2afce1cfffef72ad02eaaf,342.838
235,4b8df5aee470a7ecc2550a224410578122fa1b818df6ddab4d6fdf7534d99902,195.135
236,1976ab6ceee8a7833ebebd89f67519fbaf91385745cde25f966e4e0ea3caaed1,35.427
237,f03112ffd560abdd61f77b97438e23e9304a7d4f0da549a2eecdb837c30f6239,404.59
238,603879028a5aacd0c35a0acfb0b95ca4df4073711e503bbbbec1c454d7fa669e,88.513
239,b73aad87af98259bae03002a40c52fc08b2ed5af01dc4e78771f2a8f8ad613e6,17.341
240,33914d6ffaf320bfc51fe8266b11b00619603eb420cf13043ae7b8b54a3d5311,96.285
241,cf79e8e3d24b5cb2dc962ea8e7b778ab8fc2e0873e27bb58f6e0d776d149bc06,260.27340000000004
242,8a8f7d0fa4539bef29779380add4adfcea5ab8a70b6df7490ea5738c7d544af9,540.153
243,fc5e61647fe15f4a90107a2f6295558476e762c083a5bed11217bd285e96fcd0,44.529
244,64cbdcbd31eacab45989f0d5e874ec737d34889cfe05f204eafb87be30a6211f,78.01
245,0bb2ed0f760e25f9999880f78c12f9a6607cfd3a0a7577265119f89ecaad50a4,228.162
246,b53f980d048a6408605819845d1a46d038dd50a95cf14645aafdd17e6feb7425,3.727
247,f41abec4fe4ae3e3ba113a779f71470d61f33911d175d3f90090210c6199166c,94.708
248,1449b3c79bc494e6bbb8c7f54e736944e3b3f4edcdceebf7828f09965a2d80ef,22.466
249,a161c9f5cdd3d06704cef40c822463f6a440c10188638a43ced0ad10e95a8edc,177.083
250,82515e15caad1907cb94fe6b04dffd5d8f8608c2a329add822a05738e493d568,87.692
251,897da9935076a2453eee878d8842df4f7ba6ea9c2d1e0022b6a9d0388ff1a46e,367.451
252,9304e73d40320333ad3b29d1c298b7a41a2721a8842a30a7dccee8769997c18f,89.391
253,ec6016849ecad8822db48d5e8bcb2bc47c01788c74c76fe51e40d62cddefe862,380.096
254,31a852b965e15db4c1f8ad36176f9a46bb7e53b4195bac5c7c2c9fd777ef3170,10.905
255,0d392b3d3d9a7251ebc15c2a882dd6616076324eeddb1474624f80c79c691874,596.3465
256,482ab7e22f8d68058fb47659c8ed77feb85b49aacc7b21a7c156fc2bdc31ec01,145.42
257,5c10cbbfe3025f96d16cb240660e4c4e37e6543f0054ff2c5014375b72e7cfcf,196.84543333333335
258,d4e7c87392fd7f8743abd88ebb81fc757bbe4906fe7fea4491002c4deb892281,463.496
259,980efa5fa5296aec39c65d2d6ea777eb384dedb1447157bd03263995b00aafd5,53.787
260,55ac4b89dd151b8771caaf9121422d4af3b7aae3425d2e34b25b3a0a9c2fcad1,92.82285
261,ea961edd337e2f7feacc6c89cf589a67b4eb73a193d57fb177a35ae4dd5973ea,445.30833333333334
262,2e479d892f68f17befdafd199013f0d26e8f8d8fb720d9cd84ea429b1813bf06,35.987
263,bf34f484c2c8eb54fe24191efc8f8169c10cee66fdae11e04cad439e2667488b,440.417
264,a90e242c1d27c3f89f8c63f67e7da14ecdc60ddc6063bdde7cb54dd6609d313c,523.691
265,4a136be2b14e8bde11347320552c8a360cf076499b54f4b091bbbe6aad4f32c6,403.269
266,75d0e05d435e8537091ae832946fe89c41cfa4cbcccf2a86853b6dba9c9eb00a,31.45
267,bb4f3e2f1e8b37b7c48bec7095e62262687c2534eb35eb5044762796ce11117a,13.483
268,56c1919454ef8a91dd02197f9a63ad937e12cf57412e5ef89c5130c9626630cd,113.594
269,28b2b1febb060cffe9655a29263cb53e1028836157ccce15859133444e9b0675,8.566
270,f72ae941049194678d7ca8aeaab693d4d98ab77234d7b42c83270d90ddf95002,464.788
271,a208cb84642bdf08427e53743ecc30ac4855c289f2594beab649bb72bcc90408,505.142
272,29c4671472184c997dbb81cd46a59997b871a226ecd0d1262e192c5226995b3b,102.804
273,a52b664869851f4e2fe15b8b3aec6e84aeb8f0a8ed543dceaf019f2bc071bc2c,280.156
274,3d6691ab7d6c38bebc159002e481a92de7edfab8971411101026c1a0cea133a9,195.497
275,9924ca131c0f60757c964e81d3bea6257384bcaaa003f7839872714a902170bc,412.20646666666664
276,7749808d56a3bbe8c8ac175e74f616ebbc353cb6b4696c76139dc1bf5bf6a6c8,421.542
277,ccaabc0c44aacdd19feff36438861ae6940be2c29cbbd96c1576b0cd4ea79dbd,217.941
278,d310279209839e723544628ab84750e246b1a2aafc73686556570902ba542df4,242.17
279,4431251c2e304f0b47811cfb9a138f89f301732c96f57ab9819203128305e3cb,262.447
280,261015f6e7985354abb27987a6504f8489298ddf047db92ead4d0b4549d2b4e0,673.9355714285714
281,5209db349b7c25330f3f573876d45ebb4eb1a63aa7a06963f2ee4ed2822fc0bb,11.47
